16,16
8,16
8,8
6,24
6,16
6,14
6,12
6,10
6,8
6,6
4,12
4,10
4,8
4,6
4,4
3,3
2,16
2,12
2,10
2,8
2,6
2,4
2,3
2,2
1,12
1,10
1,8
1,6
1,4
1,3
1,2
1,1
